cnd_id,word_id,word_phrase,category,allow_use,consent_required,consenting_body,Examiner Information,Formatted Client Instructions (instructions)
420,882,Lower Nicola,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
421,883,Lower Similkameen,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
422,884,Lyackson,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
423,885,Lytton,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
424,886,Malahat First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
425,887,Mamalilikulla First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
426,888,Matsqui,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
427,889,McLeod Lake,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
428,890,Metlakatla First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
429,891,Mowachaht/Muchalaht,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
430,892,Musqueam,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
431,893,N'Quatqua,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
432,894,Nadleh Whuten,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
433,895,Nak'azdli Whut'en,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
434,896,Namgis First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
435,897,Nanoose First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
436,898,Nazko First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
437,899,Nee-Tahi-Buhn,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
438,900,Neskonlith,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
439,901,New Westminster,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
440,902,Kitselas,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
441,903,Kitsumkalum,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
442,904,Klahoose First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
443,905,Kwadacha,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
444,906,Kwakiutl,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
445,907,Kwantlen First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
446,908,Kwaw-kwaw-Apilt,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
447,909,Kwiakah,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
448,910,Kwikwasut'inuxw Haxwa'mis,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
449,911,Kwikwetlem First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
450,912,Lake Babine Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
451,913,Lake Cowichan First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
452,914,Lax Kw'alaams,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
453,915,Leq' a: mel First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
454,916,Lheidli T'enneh,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
455,917,Lhoosk'uz Dene Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
456,918,Lhtako Dene Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
457,919,Lil'wat Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
458,920,Little Shuswap Lake,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
459,921,Lower Kootenay,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
460,922,Glen Vowell,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
461,923,Gwa'Sala-Nakwaxda'xw,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
462,924,Gwawaenuk Tribe,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
463,925,Hagwilget Village,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
464,926,Haisla Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
465,927,Halalt,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
466,928,Halfway River First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
467,929,Heiltsuk,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
468,930,Hesquiaht,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
469,931,High Bar,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
470,932,Homalco,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
471,933,Hupacasath First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
472,934,Huu-ay-aht First Nations,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
473,935,Iskut,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
474,936,K'�moks First Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesn�t sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
475,937,Ka:'yu:'k't'h'/Che:k:tles7et'h' First Nations,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
476,938,Kanaka Bar,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
477,939,Katzie,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
478,940,Kispiox,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
479,941,Kitasoo,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
480,942,Cheam,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
481,943,Cheslatta Carrier Nation,Alert,Y,Y,,"Indigenous names can be approved if their name is a geographic location and the requested name doesn't sound affiliated with the band. 1)If the requested name is a geographic location and doesnﾒt sound affilated, approve with no consent. (ie: Tsawwassen Plumbing Inc. can be approved) 2)If the request name is   a geographic location but sounds affilated to the band approve with consent. (ie: Tsawwassen Council Inc. approve with consent) 3) If the indeginous name is not a location then approve with consent from the band. (ie: Tsaykum Council, approve with consent)",
